method,combo,cluster_rank,strains_in_cluster,total_strains
Connected components t=0.7* (NT),connected_components_t0.7/nt,2547,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2548,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2549,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2550,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2551,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2552,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2553,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2554,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2555,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2556,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2557,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2558,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2559,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2560,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2561,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2562,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2563,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2564,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2565,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2566,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2567,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2568,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2569,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2570,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2571,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2572,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2573,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2574,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2575,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2576,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2577,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2578,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2579,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2580,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2581,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2582,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2583,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2584,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2585,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2586,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2587,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2588,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2589,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2590,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2591,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2592,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2593,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2594,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2595,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2596,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2597,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2598,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2599,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2600,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2601,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2602,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2603,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2604,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2605,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2606,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2607,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2608,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2609,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2610,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2611,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2612,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2613,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2614,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2615,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2616,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2617,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2618,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2619,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2620,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2621,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2622,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2623,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2624,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2625,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2626,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2627,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2628,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2629,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2630,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2631,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2632,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2633,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2634,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2635,7,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2636,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2637,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2638,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2639,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2640,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2641,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2642,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2643,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2644,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2645,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2646,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2647,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2648,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2649,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2650,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2651,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2652,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2653,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2654,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2655,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2656,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2657,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2658,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2659,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2660,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2661,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2662,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2663,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2664,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2665,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2666,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2667,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2668,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2669,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2670,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2671,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2672,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2673,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2674,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2675,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2676,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2677,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2678,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2679,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2680,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2681,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2682,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2683,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2684,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2685,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2686,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2687,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2688,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2689,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2690,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2691,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2692,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2693,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2694,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2695,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2696,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2697,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2698,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2699,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2700,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2701,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2702,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2703,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2704,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2705,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2706,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2707,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2708,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2709,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2710,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2711,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2712,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2713,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2714,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2715,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2716,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2717,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2718,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2719,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2720,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2721,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2722,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2723,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2724,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2725,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2726,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2727,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2728,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2729,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2730,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2731,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2732,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2733,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2734,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2735,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2736,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2737,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2738,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2739,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2740,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2741,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2742,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2743,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2744,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2745,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2746,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2747,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2748,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2749,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2750,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2751,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2752,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2753,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2754,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2755,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2756,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2757,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2758,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2759,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2760,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2761,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2762,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2763,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2764,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2765,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2766,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2767,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2768,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2769,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2770,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2771,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2772,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2773,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2774,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2775,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2776,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2777,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2778,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2779,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2780,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2781,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2782,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2783,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2784,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2785,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2786,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2787,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2788,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2789,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2790,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2791,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2792,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2793,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2794,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2795,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2796,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2797,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2798,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2799,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2800,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2801,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2802,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2803,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2804,6,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2805,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2806,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2807,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2808,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2809,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2810,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2811,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2812,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2813,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2814,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2815,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2816,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2817,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2818,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2819,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2820,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2821,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2822,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2823,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2824,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2825,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2826,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2827,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2828,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2829,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2830,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2831,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2832,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2833,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2834,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2835,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2836,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2837,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2838,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2839,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2840,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2841,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2842,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2843,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2844,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2845,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2846,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2847,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2848,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2849,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2850,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2851,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2852,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2853,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2854,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2855,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2856,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2857,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2858,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2859,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2860,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2861,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2862,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2863,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2864,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2865,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2866,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2867,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2868,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2869,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2870,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2871,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2872,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2873,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2874,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2875,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2876,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2877,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2878,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2879,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2880,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2881,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2882,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2883,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2884,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2885,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2886,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2887,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2888,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2889,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2890,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2891,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2892,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2893,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2894,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2895,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2896,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2897,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2898,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2899,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2900,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2901,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2902,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2903,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2904,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2905,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2906,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2907,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2908,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2909,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2910,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2911,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2912,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2913,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2914,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2915,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2916,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2917,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2918,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2919,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2920,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2921,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2922,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2923,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2924,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2925,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2926,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2927,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2928,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2929,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2930,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2931,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2932,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2933,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2934,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2935,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2936,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2937,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2938,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2939,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2940,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2941,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2942,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2943,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2944,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2945,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2946,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2947,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2948,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2949,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2950,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2951,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2952,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2953,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2954,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2955,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2956,5,50
Connected components t=0.7* (NT),connected_components_t0.7/nt,2957,5,50
